Gene	Gene_Name	Log10_Pvalue	Log_fold_change
ENSG00000173905	GOLIM4	-5.632	0.287
ENSG00000127616	SMARCA4	-8.433	0.286
ENSG00000064607	SUGP2	-4.893	0.286
ENSG00000106049	HIBADH	-7.525	0.286
ENSG00000090054	SPTLC1	-5.573	0.285
ENSG00000105514	RAB3D	-5.712	0.285
ENSG00000230124	ACBD6	-8.502	0.285
ENSG00000115221	ITGB6	-4.181	0.285
ENSG00000103510	KAT8	-2.589	0.285
ENSG00000051620	HEBP2	-7.285	0.285
ENSG00000135250	SRPK2	-4.518	0.285
ENSG00000162222	TTC9C	-2.796	0.284
ENSG00000214975	PPIAP29	-1.811	0.284
ENSG00000114554	PLXNA1	-7.640	0.284
ENSG00000130741	EIF2S3	-10.621	0.284
ENSG00000166828	SCNN1G	-5.085	0.283
ENSG00000172830	SSH3	-7.880	0.283
ENSG00000132600	PRMT7	-2.803	0.283
ENSG00000168672	FAM84B	-6.427	0.283
ENSG00000129197	RPAIN	-6.044	0.282
ENSG00000110063	DCPS	-5.108	0.282
ENSG00000168569	TMEM223	-2.531	0.282
ENSG00000107643	MAPK8	-3.127	0.282
ENSG00000136152	COG3	-4.574	0.281
ENSG00000096384	HSP90AB1	-13.166	0.281
ENSG00000217930	PAM16	-1.467	0.281
ENSG00000198840	MT-ND3	-6.435	0.281
ENSG00000180329	CCDC43	-5.551	0.281
ENSG00000101000	PROCR	-8.065	0.281
ENSG00000185104	FAF1	-7.978	0.281
ENSG00000154174	TOMM70	-8.010	0.280
ENSG00000227615	RP11-864N7.2	-4.023	0.280
ENSG00000138231	DBR1	-1.998	0.279
ENSG00000188157	AGRN	-4.136	0.279
ENSG00000148908	RGS10	-5.886	0.279
ENSG00000214753	HNRNPUL2	-4.531	0.279
ENSG00000122140	MRPS2	-8.497	0.279
ENSG00000206560	ANKRD28	-3.849	0.278
ENSG00000130811	EIF3G	-10.503	0.278
ENSG00000156858	PRR14	-2.454	0.277
ENSG00000077585	GPR137B	-2.182	0.276
ENSG00000139318	DUSP6	-4.276	0.276
ENSG00000085719	CPNE3	-9.236	0.276
ENSG00000159111	MRPL10	-6.080	0.275
ENSG00000106211	HSPB1	-4.811	0.275
ENSG00000090530	P3H2	-10.023	0.275
ENSG00000151208	DLG5	-5.874	0.275
ENSG00000070159	PTPN3	-5.874	0.275
ENSG00000174231	PRPF8	-7.723	0.275
ENSG00000101158	NELFCD	-7.298	0.274
ENSG00000139668	WDFY2	-6.170	0.274
ENSG00000233830	EIF4HP1	-1.967	0.274
ENSG00000100462	PRMT5	-7.786	0.274
ENSG00000143256	PFDN2	-8.756	0.274
ENSG00000204256	BRD2	-9.160	0.273
ENSG00000218175	AC016739.2	-4.036	0.273
ENSG00000278311	GGNBP2	-8.106	0.273
ENSG00000175110	MRPS22	-7.193	0.273
ENSG00000168291	PDHB	-7.438	0.272
ENSG00000102753	KPNA3	-6.626	0.272
ENSG00000136247	ZDHHC4	-2.377	0.271
ENSG00000114120	SLC25A36	-4.754	0.271
ENSG00000128829	EIF2AK4	-8.064	0.271
ENSG00000167130	DOLPP1	-2.091	0.271
ENSG00000185813	PCYT2	-7.169	0.271
ENSG00000078674	PCM1	-5.188	0.270
ENSG00000130958	SLC35D2	-4.784	0.269
ENSG00000198712	MT-CO2	-8.208	0.269
ENSG00000025796	SEC63	-6.615	0.268
ENSG00000179152	TCAIM	-2.818	0.268
ENSG00000141560	FN3KRP	-4.887	0.267
ENSG00000166452	AKIP1	-2.961	0.267
ENSG00000102804	TSC22D1	-7.530	0.267
ENSG00000156515	HK1	-8.744	0.267
ENSG00000120837	NFYB	-1.567	0.267
ENSG00000120063	GNA13	-4.365	0.266
ENSG00000093183	SEC22C	-4.083	0.266
ENSG00000116251	RPL22	-9.432	0.266
ENSG00000186283	TOR3A	-4.902	0.266
ENSG00000142207	URB1	-6.707	0.266
ENSG00000152944	MED21	-2.702	0.265
ENSG00000122741	DCAF10	-4.607	0.265
ENSG00000123992	DNPEP	-6.589	0.265
ENSG00000007392	LUC7L	-1.813	0.265
ENSG00000112972	HMGCS1	-5.985	0.264
ENSG00000123179	EBPL	-5.096	0.264
ENSG00000134597	RBMX2	-3.644	0.264
ENSG00000167658	EEF2	-6.755	0.264
ENSG00000189114	BLOC1S3	-1.467	0.264
ENSG00000132394	EEFSEC	-3.308	0.263
ENSG00000172725	CORO1B	-4.916	0.263
ENSG00000155438	NIFK	-6.877	0.263
ENSG00000168944	CEP120	-2.174	0.263
ENSG00000119707	RBM25	-5.613	0.263
ENSG00000103550	KNOP1	-3.680	0.263
ENSG00000130520	LSM4	-8.383	0.263
ENSG00000112249	ASCC3	-7.993	0.262
ENSG00000175390	EIF3F	-8.511	0.262
ENSG00000137073	UBAP2	-3.602	0.262
ENSG00000075856	SART3	-4.501	0.262
ENSG00000185721	DRG1	-5.382	0.262
ENSG00000198546	ZNF511	-2.181	0.261
ENSG00000119950	MXI1	-3.496	0.261
ENSG00000261236	BOP1	-6.255	0.260
ENSG00000116898	MRPS15	-7.514	0.260
ENSG00000114978	MOB1A	-6.274	0.260
ENSG00000010165	METTL13	-4.559	0.260
ENSG00000138385	SSB	-6.402	0.260
ENSG00000105447	GRWD1	-5.440	0.260
ENSG00000110107	PRPF19	-6.464	0.259
ENSG00000131746	TNS4	-9.102	0.259
ENSG00000197948	FCHSD1	-2.816	0.259
ENSG00000089902	RCOR1	-2.989	0.259
ENSG00000076242	MLH1	-3.847	0.259
ENSG00000173226	IQCB1	-3.599	0.259
ENSG00000109519	GRPEL1	-7.065	0.258
ENSG00000225137	DYNC1I2P1	-1.978	0.258
ENSG00000108510	MED13	-5.283	0.258
ENSG00000138074	SLC5A6	-4.462	0.258
ENSG00000166169	POLL	-3.686	0.257
ENSG00000187957	DNER	-4.306	0.257
ENSG00000196743	GM2A	-8.381	0.257
ENSG00000162402	USP24	-4.392	0.256
ENSG00000085511	MAP3K4	-4.145	0.256
ENSG00000154059	IMPACT	-6.108	0.255
ENSG00000165102	HGSNAT	-3.309	0.255
ENSG00000079785	DDX1	-9.291	0.255
ENSG00000136444	RSAD1	-4.105	0.255
ENSG00000125977	EIF2S2	-8.007	0.255
ENSG00000145919	BOD1	-6.720	0.254
ENSG00000154719	MRPL39	-4.667	0.254
ENSG00000229117	RPL41	-4.544	0.254
ENSG00000182872	RBM10	-5.365	0.254
ENSG00000143442	POGZ	-4.585	0.254
ENSG00000215305	VPS16	-2.717	0.253
ENSG00000159128	IFNGR2	-6.570	0.252
ENSG00000177971	IMP3	-3.528	0.252
ENSG00000147548	WHSC1L1	-5.139	0.251
ENSG00000175707	KDF1	-2.909	0.251
ENSG00000120688	WBP4	-2.091	0.251
ENSG00000135776	ABCB10	-2.792	0.251
ENSG00000183696	UPP1	-4.266	0.250
ENSG00000233927	RPS28	-7.478	0.250
ENSG00000082212	ME2	-6.387	0.250
ENSG00000213923	CSNK1E	-9.185	0.250
ENSG00000174437	ATP2A2	-8.570	0.250
ENSG00000162613	FUBP1	-7.359	0.249
ENSG00000033800	PIAS1	-4.787	0.249
ENSG00000171497	PPID	-3.604	0.249
ENSG00000094914	AAAS	-3.733	0.249
ENSG00000155463	OXA1L	-8.433	0.248
ENSG00000134686	PHC2	-5.472	0.248
ENSG00000204564	C6orf136	-2.073	0.248
ENSG00000186141	POLR3C	-3.025	0.248
ENSG00000038358	EDC4	-2.457	0.248
ENSG00000068903	SIRT2	-5.871	0.248
ENSG00000126777	KTN1	-7.309	0.248
ENSG00000272325	NUDT3	-4.582	0.248
ENSG00000143157	POGK	-5.789	0.247
ENSG00000101266	CSNK2A1	-8.645	0.246
ENSG00000100600	LGMN	-4.232	0.246
ENSG00000146112	PPP1R18	-6.964	0.246
ENSG00000173848	NET1	-5.610	0.245
ENSG00000167470	MIDN	-2.016	0.245
ENSG00000137161	CNPY3	-2.863	0.245
ENSG00000138081	FBXO11	-4.919	0.245
ENSG00000124802	EEF1E1	-1.456	0.244
ENSG00000165119	HNRNPK	-7.997	0.244
ENSG00000123240	OPTN	-8.253	0.243
ENSG00000204231	RXRB	-3.147	0.243
ENSG00000001497	LAS1L	-5.225	0.243
ENSG00000158796	DEDD	-3.647	0.243
ENSG00000137802	MAPKBP1	-5.632	0.243
ENSG00000050820	BCAR1	-5.282	0.243
ENSG00000138303	ASCC1	-6.579	0.242
ENSG00000116539	ASH1L	-6.357	0.242
ENSG00000137393	RNF144B	-3.141	0.242
ENSG00000157224	CLDN12	-4.088	0.241
ENSG00000100485	SOS2	-3.861	0.241
ENSG00000089818	NECAP1	-2.788	0.241
ENSG00000055208	TAB2	-5.516	0.241
ENSG00000075415	SLC25A3	-7.392	0.241
ENSG00000010256	UQCRC1	-7.171	0.240
ENSG00000262919	FAM58A	-2.592	0.240
ENSG00000067167	TRAM1	-5.099	0.239
ENSG00000100116	GCAT	-2.356	0.239
ENSG00000082781	ITGB5	-6.019	0.239
ENSG00000131791	PRKAB2	-5.194	0.238
ENSG00000111144	LTA4H	-6.646	0.238
ENSG00000163681	SLMAP	-4.583	0.237
ENSG00000105185	PDCD5	-5.810	0.237
ENSG00000100897	DCAF11	-4.336	0.237
ENSG00000023330	ALAS1	-4.300	0.237
ENSG00000132463	GRSF1	-7.481	0.237
ENSG00000227345	PARG	-2.035	0.237
ENSG00000164808	SPIDR	-2.843	0.236
ENSG00000101997	CCDC22	-1.902	0.236
ENSG00000148484	RSU1	-5.481	0.236
ENSG00000142409	ZNF787	-2.484	0.236
ENSG00000153046	CDYL	-2.827	0.235
ENSG00000124333	VAMP7	-3.047	0.235
ENSG00000030110	BAK1	-4.234	0.235
ENSG00000074410	CA12	-2.551	0.234
ENSG00000102390	PBDC1	-2.172	0.234
ENSG00000168538	TRAPPC11	-5.438	0.234
ENSG00000100207	TCF20	-4.271	0.233
ENSG00000134882	UBAC2	-6.503	0.233
ENSG00000102554	KLF5	-6.613	0.233
ENSG00000063244	U2AF2	-7.508	0.233
ENSG00000172009	THOP1	-4.892	0.232
ENSG00000132388	UBE2G1	-3.344	0.232
ENSG00000106682	EIF4H	-9.008	0.232
ENSG00000166908	PIP4K2C	-6.073	0.231
ENSG00000143977	SNRPG	-5.591	0.231
ENSG00000145495	MARCH6	-3.934	0.231
ENSG00000196839	ADA	-1.773	0.231
ENSG00000198589	LRBA	-5.643	0.231
ENSG00000198888	MT-ND1	-4.360	0.231
ENSG00000123130	ACOT9	-4.351	0.230
ENSG00000163166	IWS1	-5.096	0.230
ENSG00000166164	BRD7	-5.344	0.230
ENSG00000233426	EIF3FP3	-2.393	0.230
ENSG00000148606	POLR3A	-4.472	0.229
ENSG00000100714	MTHFD1	-5.758	0.229
ENSG00000091947	TMEM101	-2.849	0.229
ENSG00000116005	PCYOX1	-2.844	0.229
ENSG00000111716	LDHB	-8.868	0.229
ENSG00000139926	FRMD6	-5.143	0.229
ENSG00000152229	PSTPIP2	-2.763	0.228
ENSG00000115839	RAB3GAP1	-4.957	0.228
ENSG00000109332	UBE2D3	-3.214	0.228
ENSG00000165792	METTL17	-2.401	0.226
ENSG00000160124	CCDC58	-1.973	0.226
ENSG00000108961	RANGRF	-2.471	0.226
ENSG00000144580	CNOT9	-4.129	0.226
ENSG00000111843	TMEM14C	-5.622	0.225
ENSG00000111615	KRR1	-3.464	0.225
ENSG00000124614	RPS10	-4.982	0.225
ENSG00000087302	C14orf166	-7.715	0.225
ENSG00000081791	KIAA0141	-4.062	0.225
ENSG00000101558	VAPA	-6.650	0.225
ENSG00000162231	NXF1	-2.247	0.224
ENSG00000198301	SDAD1	-3.626	0.224
ENSG00000135624	CCT7	-8.176	0.224
ENSG00000241258	CRCP	-2.810	0.224
ENSG00000171634	BPTF	-4.920	0.223
ENSG00000162434	JAK1	-5.319	0.223
ENSG00000146433	TMEM181	-2.846	0.223
ENSG00000120875	DUSP4	-7.070	0.223
ENSG00000104517	UBR5	-5.056	0.223
ENSG00000157077	ZFYVE9	-3.663	0.222
ENSG00000108518	PFN1	-6.185	0.222
ENSG00000114019	AMOTL2	-2.464	0.222
ENSG00000087206	UIMC1	-4.417	0.222
ENSG00000127463	EMC1	-4.030	0.222
ENSG00000159592	GPBP1L1	-5.357	0.222
ENSG00000160310	PRMT2	-4.215	0.222
ENSG00000148362	C9orf142	-1.761	0.222
ENSG00000185262	UBALD2	-4.215	0.222
ENSG00000185650	ZFP36L1	-4.653	0.222
ENSG00000112679	DUSP22	-3.217	0.222
ENSG00000111321	LTBR	-6.263	0.222
ENSG00000166189	HPS6	-2.590	0.222
ENSG00000119616	FCF1	-2.878	0.222
ENSG00000117906	RCN2	-4.914	0.222
ENSG00000124831	LRRFIP1	-7.608	0.221
ENSG00000116580	GON4L	-3.053	0.221
ENSG00000127603	MACF1	-4.239	0.221
ENSG00000180900	SCRIB	-2.326	0.221
ENSG00000165506	DNAAF2	-1.525	0.220
ENSG00000115840	SLC25A12	-2.595	0.220
ENSG00000168214	RBPJ	-2.131	0.220
ENSG00000023892	DEF6	-1.763	0.220
ENSG00000145216	FIP1L1	-2.188	0.220
ENSG00000198911	SREBF2	-5.937	0.219
ENSG00000100034	PPM1F	-3.165	0.219
ENSG00000046647	GEMIN8	-1.625	0.219
ENSG00000115760	BIRC6	-4.440	0.219
ENSG00000173456	RNF26	-2.597	0.219
ENSG00000168389	MFSD2A	-2.314	0.218
ENSG00000214706	IFRD2	-3.684	0.218
ENSG00000132382	MYBBP1A	-5.360	0.218
ENSG00000198015	MRPL42	-3.270	0.218
ENSG00000136560	TANK	-3.903	0.217
ENSG00000087008	ACOX3	-1.541	0.217
ENSG00000129158	SERGEF	-2.010	0.217
ENSG00000138814	PPP3CA	-4.368	0.217
ENSG00000115762	PLEKHB2	-5.109	0.217
ENSG00000148730	EIF4EBP2	-4.081	0.216
ENSG00000142733	MAP3K6	-3.697	0.216
ENSG00000127990	SGCE	-1.556	0.216
ENSG00000115380	EFEMP1	-2.455	0.215
ENSG00000169188	APEX2	-1.841	0.215
ENSG00000125743	SNRPD2	-5.938	0.215
ENSG00000096060	FKBP5	-6.912	0.215
ENSG00000186470	BTN3A2	-1.889	0.215
ENSG00000183520	UTP11	-3.925	0.214
ENSG00000185189	NRBP2	-1.635	0.213
ENSG00000117505	DR1	-3.147	0.213
ENSG00000095383	TBC1D2	-3.787	0.213
ENSG00000173473	SMARCC1	-6.156	0.212
ENSG00000103591	AAGAB	-4.749	0.212
ENSG00000147604	RPL7	-5.782	0.212
ENSG00000081307	UBA5	-4.189	0.212
ENSG00000101444	AHCY	-7.291	0.211
ENSG00000114062	UBE3A	-3.633	0.211
ENSG00000165915	SLC39A13	-3.663	0.210
ENSG00000152082	MZT2B	-3.824	0.210
ENSG00000221983	UBA52	-6.306	0.210
ENSG00000103091	WDR59	-3.076	0.210
ENSG00000119655	NPC2	-4.925	0.210
ENSG00000006327	TNFRSF12A	-5.330	0.209
ENSG00000103365	GGA2	-1.936	0.209
ENSG00000122642	FKBP9	-3.266	0.209
ENSG00000030582	GRN	-5.605	0.208
ENSG00000125846	ZNF133	-1.868	0.208
ENSG00000150316	CWC15	-4.009	0.208
ENSG00000101343	CRNKL1	-1.843	0.207
ENSG00000127314	RAP1B	-3.582	0.206
ENSG00000273749	CYFIP1	-5.915	0.206
ENSG00000173757	STAT5B	-2.402	0.206
ENSG00000120686	UFM1	-3.139	0.206
ENSG00000114503	NCBP2	-5.231	0.206
ENSG00000105698	USF2	-4.515	0.206
ENSG00000143621	ILF2	-6.186	0.205
ENSG00000173482	PTPRM	-4.571	0.205
ENSG00000241837	ATP5O	-4.208	0.204
ENSG00000071889	FAM3A	-3.332	0.204
ENSG00000117597	DIEXF	-3.321	0.203
ENSG00000119203	CPSF3	-4.565	0.203
ENSG00000123684	LPGAT1	-2.113	0.203
ENSG00000134748	PRPF38A	-2.003	0.203
ENSG00000147224	PRPS1	-3.083	0.202
ENSG00000140905	GCSH	-2.701	0.202
ENSG00000162191	UBXN1	-3.964	0.202
ENSG00000204569	PPP1R10	-3.552	0.202
ENSG00000197006	METTL9	-4.750	0.202
ENSG00000112578	BYSL	-2.921	0.202
ENSG00000067248	DHX29	-2.790	0.202
ENSG00000214485	RPL7P1	-3.288	0.202
ENSG00000131732	ZCCHC9	-1.989	0.201
ENSG00000100029	PES1	-4.762	0.201
ENSG00000089876	DHX32	-3.192	0.201
ENSG00000170315	UBB	-4.037	0.201
ENSG00000198899	MT-ATP6	-2.924	0.200
ENSG00000198690	FAN1	-2.369	0.199
ENSG00000115548	KDM3A	-2.263	0.198
ENSG00000126457	PRMT1	-5.496	0.198
ENSG00000127666	TICAM1	-1.698	0.198
ENSG00000171202	TMEM126A	-1.551	0.198
ENSG00000075914	EXOSC7	-4.723	0.198
ENSG00000178234	GALNT11	-2.566	0.198
ENSG00000133794	ARNTL	-2.177	0.197
ENSG00000205981	DNAJC19	-2.873	0.197
ENSG00000188554	NBR1	-4.573	0.197
ENSG00000270647	TAF15	-5.367	0.197
ENSG00000113851	CRBN	-1.885	0.197
ENSG00000113812	ACTR8	-1.521	0.197
ENSG00000196305	IARS	-5.478	0.196
ENSG00000099995	SF3A1	-3.687	0.196
ENSG00000169594	BNC1	-5.200	0.196
ENSG00000127483	HP1BP3	-4.832	0.196
ENSG00000132128	LRRC41	-5.359	0.196
ENSG00000151093	OXSM	-1.546	0.196
ENSG00000162300	ZFPL1	-1.694	0.196
ENSG00000013374	NUB1	-3.622	0.195
ENSG00000100104	SRRD	-2.018	0.195
ENSG00000185236	RAB11B	-2.312	0.195
ENSG00000167508	MVD	-3.605	0.194
ENSG00000146463	ZMYM4	-3.329	0.194
ENSG00000182934	SRPRA	-3.669	0.194
ENSG00000132603	NIP7	-3.102	0.193
ENSG00000198900	TOP1	-4.122	0.193
ENSG00000108591	DRG2	-3.187	0.193
ENSG00000005302	MSL3	-1.833	0.193
ENSG00000133065	SLC41A1	-2.152	0.193
ENSG00000103194	USP10	-4.194	0.193
ENSG00000115364	MRPL19	-3.710	0.193
ENSG00000183751	TBL3	-2.924	0.193
ENSG00000101310	SEC23B	-4.466	0.192
ENSG00000056097	ZFR	-3.787	0.192
ENSG00000101911	PRPS2	-1.871	0.192
ENSG00000136238	RAC1	-5.059	0.191
ENSG00000167978	SRRM2	-5.346	0.191
ENSG00000087995	METTL2A	-2.456	0.191
ENSG00000011198	ABHD5	-1.470	0.190
ENSG00000139131	YARS2	-2.349	0.190
ENSG00000100711	ZFYVE21	-3.567	0.190
ENSG00000064545	TMEM161A	-1.929	0.190
ENSG00000221978	CCNL2	-1.986	0.190
ENSG00000164024	METAP1	-4.464	0.190
ENSG00000271447	MMP28	-3.117	0.189
ENSG00000205937	RNPS1	-3.562	0.189
ENSG00000196591	HDAC2	-4.237	0.189
ENSG00000124571	XPO5	-3.574	0.189
ENSG00000167615	LENG8	-2.135	0.189
ENSG00000139505	MTMR6	-2.014	0.189
ENSG00000125821	DTD1	-4.498	0.189
ENSG00000112339	HBS1L	-3.406	0.188
ENSG00000100410	PHF5A	-2.141	0.188
ENSG00000144747	TMF1	-2.660	0.188
ENSG00000188229	TUBB4B	-5.108	0.188
ENSG00000127947	PTPN12	-3.595	0.188
ENSG00000173272	MZT2A	-3.392	0.187
ENSG00000197157	SND1	-5.803	0.187
ENSG00000107537	PHYH	-1.919	0.187
ENSG00000149182	ARFGAP2	-3.909	0.187
ENSG00000105819	PMPCB	-3.049	0.187
ENSG00000128340	RAC2	-3.360	0.187
ENSG00000105186	ANKRD27	-2.592	0.186
ENSG00000137806	NDUFAF1	-1.628	0.186
ENSG00000275700	AATF	-3.083	0.186
ENSG00000214013	GANC	-1.511	0.186
ENSG00000225630	MTND2P28	-4.094	0.186
ENSG00000102178	UBL4A	-3.173	0.186
ENSG00000090686	USP48	-2.288	0.186
ENSG00000198858	R3HDM4	-3.422	0.186
ENSG00000148175	STOM	-4.257	0.186
ENSG00000100219	XBP1	-2.733	0.185
ENSG00000103264	FBXO31	-1.501	0.185
ENSG00000151576	QTRT2	-2.040	0.185
ENSG00000184182	UBE2F	-2.851	0.185
ENSG00000035115	SH3YL1	-3.042	0.185
ENSG00000011304	PTBP1	-3.734	0.184
ENSG00000179295	PTPN11	-3.941	0.184
ENSG00000091527	CDV3	-3.744	0.184
ENSG00000137440	FGFBP1	-2.274	0.184
ENSG00000138035	PNPT1	-3.171	0.184
ENSG00000121058	COIL	-1.919	0.184
ENSG00000020426	MNAT1	-3.358	0.183
ENSG00000140382	HMG20A	-2.838	0.183
ENSG00000115275	MOGS	-3.507	0.183
ENSG00000146085	MUT	-1.836	0.183
ENSG00000168710	AHCYL1	-4.018	0.183
ENSG00000256053	APOPT1	-2.050	0.183
ENSG00000008294	SPAG9	-3.251	0.182
ENSG00000158417	EIF5B	-2.576	0.182
ENSG00000145901	TNIP1	-4.011	0.182
ENSG00000172534	HCFC1	-2.352	0.182
ENSG00000077348	EXOSC5	-2.664	0.181
ENSG00000070413	DGCR2	-2.001	0.181
ENSG00000078618	NRDC	-4.485	0.180
ENSG00000172965	MIR4435-2HG	-1.584	0.180
ENSG00000068654	POLR1A	-2.678	0.179
ENSG00000147140	NONO	-4.081	0.179
ENSG00000104613	INTS10	-3.252	0.179
ENSG00000196455	PIK3R4	-1.898	0.178
ENSG00000135801	TAF5L	-2.093	0.178
ENSG00000178982	EIF3K	-5.234	0.178
ENSG00000057608	GDI2	-5.208	0.178
ENSG00000151500	THYN1	-1.893	0.178
ENSG00000275052	PPP4R3B	-3.020	0.178
ENSG00000163466	ARPC2	-5.780	0.178
ENSG00000003402	CFLAR	-3.322	0.176
ENSG00000065183	WDR3	-2.811	0.176
ENSG00000143569	UBAP2L	-4.126	0.176
ENSG00000175581	MRPL48	-1.461	0.175
ENSG00000172292	CERS6	-2.049	0.175
ENSG00000154305	MIA3	-2.415	0.175
ENSG00000149823	VPS51	-2.472	0.175
ENSG00000183955	KMT5A	-2.027	0.175
ENSG00000088930	XRN2	-3.248	0.174
ENSG00000066044	ELAVL1	-2.402	0.174
ENSG00000119986	AVPI1	-4.595	0.174
ENSG00000009335	UBE3C	-4.032	0.173
ENSG00000089351	GRAMD1A	-3.729	0.173
ENSG00000122882	ECD	-3.321	0.173
ENSG00000204394	VARS	-3.004	0.173
ENSG00000197976	AKAP17A	-1.633	0.173
ENSG00000120029	C10orf76	-1.886	0.173
ENSG00000178252	WDR6	-3.441	0.172
ENSG00000104413	ESRP1	-3.138	0.172
ENSG00000197747	S100A10	-4.639	0.172
ENSG00000171109	MFN1	-2.645	0.171
ENSG00000152904	GGPS1	-2.776	0.171
ENSG00000147687	TATDN1	-2.292	0.170
ENSG00000206075	SERPINB5	-2.431	0.170
ENSG00000104412	EMC2	-2.376	0.170
ENSG00000067533	RRP15	-2.252	0.170
ENSG00000162144	CYB561A3	-1.902	0.170
ENSG00000170515	PA2G4	-3.905	0.169
ENSG00000175115	PACS1	-3.174	0.169
ENSG00000166181	API5	-3.193	0.169
ENSG00000126756	UXT	-3.086	0.169
ENSG00000109536	FRG1	-1.915	0.168
ENSG00000109929	SC5D	-2.494	0.168
ENSG00000134001	EIF2S1	-3.470	0.168
ENSG00000186480	INSIG1	-2.619	0.168
ENSG00000101191	DIDO1	-1.959	0.167
ENSG00000151923	TIAL1	-3.727	0.167
ENSG00000168610	STAT3	-3.772	0.166
ENSG00000032444	PNPLA6	-2.521	0.166
ENSG00000117543	DPH5	-2.014	0.166
ENSG00000163781	TOPBP1	-3.048	0.166
ENSG00000273841	TAF9	-3.136	0.165
ENSG00000072110	ACTN1	-3.856	0.165
ENSG00000266472	MRPS21	-2.323	0.165
ENSG00000001629	ANKIB1	-3.044	0.165
ENSG00000139428	MMAB	-1.756	0.164
ENSG00000198763	MT-ND2	-3.395	0.164
ENSG00000185591	SP1	-3.007	0.164
ENSG00000169957	ZNF768	-1.637	0.164
ENSG00000073578	SDHA	-2.945	0.164
ENSG00000167862	MRPL58	-2.204	0.164
ENSG00000125901	MRPS26	-1.517	0.163
ENSG00000125755	SYMPK	-3.129	0.163
ENSG00000119912	IDE	-2.615	0.163
ENSG00000184916	JAG2	-2.282	0.163
ENSG00000183077	AFMID	-1.779	0.163
ENSG00000099290	FAM21A	-1.480	0.162
ENSG00000143570	SLC39A1	-3.537	0.162
ENSG00000168528	SERINC2	-3.403	0.162
ENSG00000036054	TBC1D23	-2.034	0.162
ENSG00000106305	AIMP2	-1.547	0.162
ENSG00000106355	LSM5	-1.907	0.162
ENSG00000128595	CALU	-3.573	0.161
ENSG00000114021	NIT2	-2.947	0.161
ENSG00000160551	TAOK1	-2.262	0.161
ENSG00000105887	MTPN	-3.458	0.160
ENSG00000116679	IVNS1ABP	-3.373	0.160
ENSG00000113300	CNOT6	-1.513	0.160
ENSG00000117595	IRF6	-2.706	0.160
ENSG00000100994	PYGB	-4.496	0.159
ENSG00000104164	BLOC1S6	-1.920	0.159
ENSG00000077254	USP33	-2.105	0.159
ENSG00000109787	KLF3	-1.788	0.159
ENSG00000168066	SF1	-3.388	0.159
ENSG00000182307	C8orf33	-2.321	0.159
ENSG00000159140	SON	-3.846	0.158
ENSG00000104442	ARMC1	-1.681	0.158
ENSG00000105732	ZNF574	-1.494	0.158
ENSG00000100605	ITPK1	-2.437	0.158
ENSG00000065243	PKN2	-1.748	0.158
ENSG00000205544	TMEM256	-1.702	0.157
ENSG00000164070	HSPA4L	-2.378	0.156
ENSG00000138073	PREB	-2.536	0.156
ENSG00000116863	ADPRHL2	-1.633	0.156
ENSG00000091409	ITGA6	-3.230	0.155
ENSG00000198721	ECI2	-2.693	0.155
ENSG00000111596	CNOT2	-1.843	0.154
ENSG00000136877	FPGS	-3.054	0.154
ENSG00000196562	SULF2	-2.661	0.154
ENSG00000167965	MLST8	-2.256	0.154
ENSG00000087087	SRRT	-2.470	0.154
ENSG00000160285	LSS	-3.517	0.154
ENSG00000176619	LMNB2	-2.736	0.154
ENSG00000114767	RRP9	-1.473	0.153
ENSG00000133275	CSNK1G2	-2.220	0.153
ENSG00000128654	MTX2	-1.861	0.153
ENSG00000204922	UQCC3	-1.457	0.153
ENSG00000148187	MRRF	-2.120	0.152
ENSG00000170142	UBE2E1	-3.210	0.151
ENSG00000130724	CHMP2A	-3.146	0.151
ENSG00000151461	UPF2	-1.570	0.151
ENSG00000027697	IFNGR1	-2.442	0.151
ENSG00000085872	CHERP	-1.708	0.151
ENSG00000147383	NSDHL	-2.238	0.150
ENSG00000148498	PARD3	-2.270	0.150
ENSG00000112335	SNX3	-2.828	0.150
ENSG00000141504	SAT2	-1.507	0.150
ENSG00000123349	PFDN5	-3.740	0.149
ENSG00000198791	CNOT7	-2.315	0.149
ENSG00000149480	MTA2	-2.818	0.149
ENSG00000131653	TRAF7	-2.998	0.149
ENSG00000101843	PSMD10	-2.044	0.149
ENSG00000132823	OSER1	-1.783	0.149
ENSG00000173575	CHD2	-2.550	0.148
ENSG00000101246	ARFRP1	-1.470	0.147
ENSG00000164182	NDUFAF2	-1.793	0.146
ENSG00000167515	TRAPPC2L	-1.945	0.145
ENSG00000163608	NEPRO	-2.699	0.145
ENSG00000139726	DENR	-2.403	0.145
ENSG00000168488	ATXN2L	-2.510	0.144
ENSG00000161202	DVL3	-2.055	0.143
ENSG00000166200	COPS2	-2.232	0.142
ENSG00000109079	TNFAIP1	-2.435	0.142
ENSG00000168439	STIP1	-2.974	0.141
ENSG00000180398	MCFD2	-3.117	0.141
ENSG00000120694	HSPH1	-1.853	0.141
ENSG00000104872	PIH1D1	-1.990	0.141
ENSG00000100348	TXN2	-2.255	0.140
ENSG00000079999	KEAP1	-1.709	0.139
ENSG00000101365	IDH3B	-2.869	0.138
ENSG00000165527	ARF6	-2.269	0.137
ENSG00000168906	MAT2A	-1.590	0.137
